"glytoucan_ac","pubchem_id","sequence_smiles_isomeric"
"G94480CC","50909801","C[C@H]1[C@H]([C@H]([C@@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H](O[C@@H]([C@H]2O[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)O)O[C@H]4[C@H]([C@@H]([C@@H]([C@@H](O4)C)O)O)O)CO)O[C@H]5[C@H]([C@H](O[C@H]([C@@H]5O)O[C@@H]6[C@H](OC([C@@H]([C@H]6O)O)O)CO)CO)O)NC(=O)C)O)O)O"
"G01650PH","50909802","C[C@H]1[C@H]([C@H]([C@@H]([C@@H](O1)O[C@@H]2[C@H]([C@H]([C@H](O[C@H]2O[C@@H]3[C@H]([C@@H](O[C@@H]([C@H]3O)CO)O[C@H]4[C@H]([C@H](O[C@H]([C@@H]4O)O[C@@H]5[C@H](OC([C@@H]([C@H]5O)O)O)CO)CO)O)NC(=O)C)CO)O)O)O)O)O"
"G74917JX","50909806","C[C@H]1[C@H]([C@H]([C@@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H](O[C@@H]([C@H]2O[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O[C@H]5[C@@H]([C@H]([C@H]([C@H](O5)CO)O)O)O[C@H]6[C@H]([C@@H]([C@@H]([C@@H](O6)C)O)O)O)O[C@H]7[C@H]([C@@H]([C@@H]([C@@H](O7)C)O)O)O)NC(=O)C)O)CO)O)NC(=O)C)O)O)O"
"G98173LG","50909807","C[C@H]1[C@H]([C@H]([C@@H]([C@@H](O1)O[C@@H]2[C@H](O[C@H]([C@@H]([C@H]2O[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)O)O)NC(=O)C)O[C@H]4[C@H]([C@H](O[C@H]([C@@H]4O)O[C@@H]5[C@H](OC([C@@H]([C@H]5O)O)O)CO)CO)O)CO)O)O)O"
"G50540JU","50909809","C[C@H]1[C@H]([C@H]([C@@H]([C@@H](O1)O[C@@H]2[C@H](O[C@H]([C@@H]([C@H]2O[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)O)O[C@H]4[C@H]([C@@H]([C@@H]([C@@H](O4)C)O)O)O)NC(=O)C)O[C@H]5[C@H]([C@H](O[C@H]([C@@H]5O)O[C@@H]6[C@H](OC([C@@H]([C@H]6O)O)O)CO)CO)O)CO)O)O)O"
"G83916HL","50909810","C[C@H]1[C@H]([C@H]([C@@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H](O[C@@H]([C@H]2O[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)O)O)CO)O[C@H]4[C@H]([C@H](O[C@H]([C@@H]4O)O[C@@H]5[C@H](OC([C@@H]([C@H]5O)O)O)CO)CO)O)NC(=O)C)O)O)O"
"G80699WY","50909826","C([C@@H]1[C@H]([C@@H]([C@@H]([C@H](O1)O[C@H]2[C@@H]([C@H](O[C@@H]([C@H]2O)O[C@H]3[C@H]([C@@H]([C@H](OC3O)CO)O)O)CO)O)O)O)O)O"
"G55555OK","50909828","C([C@@H]1[C@H]([C@@H]([C@@H]([C@H](O1)O[C@H]2[C@@H]([C@H](O[C@@H]([C@H]2O)O[C@H]3[C@H]([C@@H]([C@H](O[C@@H]3O[C@H]4[C@H]([C@@H]([C@H](O[C@@H]4O[C@H]5[C@H]([C@@H]([C@H](OC5O)CO)O)O)CO)O)O)CO)O)O)CO)O)O)O)O)O"
"G09955UR","50909844","C([C@@H]1[C@H]([C@@H]([C@@H]([C@H](O1)O[C@H]2[C@H]([C@@H]([C@H](O[C@@H]2OC[C@@H]3[C@H]([C@@H]([C@@H](C(O3)O)O[C@@H]4[C@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O[C@@H]5[C@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)O)O)CO)O)O)O)O)O)O"
"G79535HZ","50909845","C[C@H]1[C@H]([C@H]([C@@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H](O[C@@H]([C@H]2O[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O[C@H]5[C@@H]([C@H]([C@H]([C@H](O5)CO)O)O)O)O[C@H]6[C@H]([C@@H]([C@@H]([C@@H](O6)C)O)O)O)NC(=O)C)O)CO)O)NC(=O)C)O)O)O"
"G15305CQ","51351650","CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@@H]1O[C@H]2[C@H]([C@@H]([C@H](O[C@@H]2O[C@H]3[C@H]([C@@H]([C@H](O[C@@H]3O[C@H]4[C@H]([C@@H]([C@H](OC4O)CO)O)O)CO)O)O)CO)O)O[C@@H]5[C@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)CO)O)O"
"G78413IP","51351664","C([C@@H]1[C@H]([C@@H]([C@@H]([C@H](O1)O[C@H]2[C@H]([C@@H]([C@H](O[C@@H]2O[C@H]3[C@H]([C@@H]([C@H](O[C@@H]3O[C@H]4[C@H]([C@@H]([C@H](O[C@@H]4OC[C@@H]5[C@H]([C@@H]([C@@H](C(O5)O)O)O)O)CO)O)O)CO)O)O)CO)O)O)O)O)O)O"
"G74780ZE","51351665","C([C@@H]1[C@H]([C@@H]([C@@H]([C@H](O1)O[C@H]2[C@H]([C@@H]([C@H](O[C@@H]2O[C@H]3[C@H]([C@@H]([C@H](O[C@@H]3OC[C@@H]4[C@H]([C@@H]([C@@H](C(O4)O)O)O)O)CO)O)O)CO)O)O)O)O)O)O"
"G76595RI","51351666","C([C@@H]1[C@H]([C@@H]([C@@H]([C@H](O1)O[C@H]2[C@H]([C@@H]([C@H](O[C@@H]2O[C@H]3[C@H]([C@@H]([C@H](O[C@@H]3O[C@H]4[C@H]([C@@H]([C@H](O[C@@H]4O[C@H]5[C@H]([C@@H]([C@H](OC5O)CO)O)O)CO)O)O)CO)O)O)CO)O)O)O)O)O)O"
"G71832QJ","51351677","C[C@H]1[C@H]([C@H]([C@@H]([C@@H](O1)O[C@@H]2[C@H]([C@H]([C@H](O[C@H]2O[C@H]3[C@H]([C@H](OC([C@@H]3NC(=O)C)O)CO)O)CO)O)O[C@@H]4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)O)NC(=O)C)O)O)O"
"G02594WS","51351681","CC(=O)N[C@@H]1[C@H](C[C@@](O[C@H]1[C@@H]([C@@H](CO)O)O)(C(=O)O)O[C@H]2[C@H]([C@H](O[C@H]([C@@H]2O)O[C@H]3[C@H]([C@H](OC([C@@H]3NC(=O)C)O)CO[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)NC(=O)C)O)CO)O)O"
"G31709QL","51351691","CC(=O)N[C@@H]1[C@H](C[C@@](O[C@H]1[C@@H]([C@@H](CO)O)O)(C(=O)O)O[C@H]2[C@H]([C@H](O[C@H]([C@@H]2O)O[C@@H]3[C@H](O[C@H]([C@@H]([C@H]3O)NC(=O)C)O[C@H]4[C@H]([C@H](O[C@H]([C@@H]4O)O)CO)O)CO[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)CO)O)O"
"G59945HS","51351696","C([C@@H]1[C@H]([C@@H]([C@@H]([C@H](O1)O[C@H]2[C@H]([C@@H]([C@H](O[C@@H]2OC[C@@H]3[C@H]([C@@H]([C@@H](C(O3)O)O)O)O)CO)O)O)O)O)O)O"
"G97100OC","51351725","CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1O)CO[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O[C@H]5[C@@H]([C@H]([C@H]([C@H](O5)CO)O)O)O)O)NC(=O)C)O)O)O)O[C@H]6[C@@H]([C@H]([C@H]([C@H](O6)CO)O)O)O)O"
"G10430NG","51351731","C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2O[C@@H]3[C@H]([C@@H]([C@H](OC3O)CO)O)O)CO)O)O)O)O)O)O"
"G29570QA","51351734","C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)OC[C@@H]2[C@@H]([C@@H]([C@H]([C@@H](O2)OC[C@@H]3[C@@H]([C@@H]([C@H]([C@@H](O3)O)O)O)O)O)O)O)O)O)O)O"
"G59103JC","51351759","C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O)O)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)O)O)O)O)O"
"G83621YS","51351763","C([C@@H]1[C@H]([C@@H]([C@@H]([C@@H](O1)O[C@H]2[C@H]([C@@H]([C@H](O[C@@H]2O[C@H]3[C@H]([C@@H]([C@H](OC3O)CO)O)O)CO)O)O)O)O)O)O"
"G41383WH","51351770","C([C@@H]1[C@H]([C@@H]([C@@H]([C@@H](O1)O[C@H]2[C@H]([C@@H]([C@H](O[C@@H]2O[C@H]3[C@H]([C@@H]([C@H](O[C@@H]3O[C@H]4[C@H]([C@@H]([C@H](OC4O)CO)O)O)CO)O)O)CO)O)O)O)O)O)O"
"G29751MN","51351775","CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1O[C@H]2[C@H]([C@H](O[C@H]([C@@H]2O)O)CO)O)CO[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O[C@H]4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)O)O)O)O)O[C@H]5[C@@H]([C@H]([C@H]([C@H](O5)CO)O)O)O)O"
"G36123IU","51351800","CC(=O)N[C@@H]1[C@H](C[C@@](O[C@H]1[C@@H]([C@@H](CO)O)O)(C(=O)O)OC[C@@H]2[C@@H]([C@@H]([C@H]([C@H](O2)O)NC(=O)C)O)O)O"
"G47773BX","51351801","CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1O)CO[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)O)O)O)O)O)O"
"G84596VQ","51351802","CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1O[C@H]2[C@H]([C@H](O[C@H]([C@@H]2O)O)CO)O)CO[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O"
"G60268QL","51351803","CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1O[C@H]2[C@H]([C@H](O[C@H]([C@@H]2O)O)CO)O)CO[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O[C@H]4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)O)O)O)O)O)O"
"G04941YC","51351805","CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1O[C@H]2[C@H]([C@H](O[C@H]([C@@H]2O)O)CO)O)CO[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O[C@H]4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)O)O)O"
"G81596CU","52921575","CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1OC[C@@H]2[C@@H]([C@@H]([C@H]([C@@H](O2)O[C@@H]3[C@H](OC([C@@H]([C@H]3O)O)O)CO)O)O)O)CO)O[C@H]4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)O[C@@H]5[C@@H]([C@H]([C@H]([C@H](O5)CO)O)O)O)O)O"
"G69726TU","52921582","C[C@H]1[C@H]([C@H]([C@@H]([C@@H](O1)O[C@H]2[C@@H]([C@H](OC([C@@H]2NC(=O)C)O)CO)O)O)O)O"
"G02240AO","52921591","C[C@H]1[C@H]([C@H]([C@@H]([C@@H](O1)O[C@H]2[C@@H]([C@H](OC([C@@H]2NC(=O)C)O)CO)O[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)O)NC(=O)C)O)O)O"
"G50886AE","52921594","CC(=O)N[C@@H]1[C@H](C[C@@](O[C@H]1[C@@H]([C@@H](CO)O)O)(C(=O)O)O[C@@H]2[C@H]([C@@H](O[C@@H]([C@@H]2O[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)O[C@H]4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)O)O)NC(=O)C)CO)O)O)O"
"G96504YE","52921598","C([C@@H]1[C@H]([C@@H]([C@@H]([C@@H](O1)O[C@H]2[C@H]([C@@H]([C@H](OC2O)CO)O)O)O)O)O)O"
"G25651TK","52921604","C[C@H]1[C@H]([C@H]([C@@H]([C@@H](O1)O[C@@H]2[C@H]([C@H]([C@H](O[C@H]2O[C@@H]3[C@H](OC([C@@H]([C@H]3O)NC(=O)C)O)CO)CO)O)O[C@@H]4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)O)O)O)O)O"
"G63114QE","52921608","CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1OC[C@@H]2[C@@H]([C@@H]([C@H]([C@@H](O2)O)O)O)O)CO)O[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)O)O)O"
"G64973KT","52921613","CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1OC[C@@H]2[C@@H]([C@@H]([C@H]([C@H](O2)O)NC(=O)C)O[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)O)O)O)CO)O[C@H]4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)O)O)O"
"G99348KL","52921614","CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1OC[C@@H]2[C@H]([C@@H]([C@@H](C(O2)O)O)O)O)CO)O[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)O)O)O"
"G46885EU","52921616","CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1OC[C@@H]2[C@@H]([C@@H]([C@H](C(O2)O)O)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O[C@H]4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)O)O)O)NC(=O)C)O)CO)O[C@H]5[C@@H]([C@H]([C@H]([C@H](O5)CO)O)O)O)O"
"G45207BM","52921638","CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1O[C@H]2[C@H]([C@H](O[C@H]([C@@H]2O)O[C@@H]3[C@H](OC([C@@H]([C@H]3O)NC(=O)C)O)CO)CO)O)CO)O[C@H]4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)O)O)O"
"G72027KO","52921646","C1[C@H]([C@@H]([C@H]([C@@H](O1)O[C@H]2[C@H]([C@@H]([C@H](OC2O)CO)O)O)O)O)O"
"G94435QH","52921653","C[C@H]1[C@H]([C@H]([C@@H]([C@@H](O1)O[C@@H]2[C@H]([C@H]([C@H](O[C@H]2O[C@@H]3[C@H]([C@H](O[C@@H]([C@@H]3O)CO)O)NC(=O)C)CO)O)O)O)O)O"
"G35778AN","52921654","C[C@H]1[C@H]([C@H]([C@@H]([C@@H](O1)O[C@@H]2[C@H]([C@H]([C@H](O[C@H]2O[C@@H]3[C@H]([C@@H](O[C@@H]([C@@H]3O)CO)O)NC(=O)C)CO)O)O)O)O)O"
"G73108NW","52921655","CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](OC1O)CO)O[C@@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O[C@@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)O)O)O)O"
"G00033MO","52921656","CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1OC[C@@H]2[C@@H]([C@@H]([C@H]([C@H](O2)O)NC(=O)C)O[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)O)O)O)CO)O)O"
"G99269VI","52921668","CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](OC1O)CO)O[C@@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O)O)O"
"G24432YB","52939789","C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O)O)O[C@@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O)O)O)O"
"G99053DY","53239691","CC(=O)N[C@@H]1[C@H]([C@H]([C@H](O[C@H]1O[C@H]2[C@H]([C@H](O[C@@H]([C@@H]2O)O[C@H]3[C@H](O[C@H]([C@@H]([C@H]3O)O)O[C@@H]4[C@H](O[C@H]([C@@H]([C@H]4O)O)O)CO)CO)CO)O)CO)O)O[C@H]5[C@@H]([C@H]([C@H]([C@H](O5)CO)O)O)O"
"G97013VN","53239694","C[C@H]1[C@H]([C@H]([C@@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H](O[C@@H]([C@H]2O[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)O)O[C@H]4[C@H]([C@@H]([C@@H]([C@@H](O4)C)O)O)O)CO)O[C@H]5[C@H]([C@H](OC([C@@H]5O)O)CO)O)NC(=O)C)O)O)O"
"G99454KR","53239699","C[C@H]1[C@H]([C@H]([C@@H]([C@@H](O1)O[C@@H]2[C@H]([C@H]([C@H](O[C@H]2O[C@@H]3[C@H]([C@@H](O[C@@H]([C@@H]3O)CO)O)NC(=O)C)CO)O)O[C@@H]4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)O)O)O)O)O"
"G60233WN","53239701","CC(=O)N[C@@H]1[C@H]([C@H]([C@H](O[C@@H]1O[C@H]2[C@H]([C@H](O[C@H]([C@@H]2O)O)CO)O)CO)O)O"
"G35915AS","53239702","CC(=O)N[C@@H]1[C@H]([C@H]([C@H](O[C@@H]1O[C@H]2[C@H]([C@H](O[C@H]([C@@H]2O)O[C@@H]3[C@H](O[C@H]([C@@H]([C@H]3O)O)O)CO)CO)O)CO)O)O"
"G15973YF","53239703","CC(=O)N[C@@H]1[C@H]([C@H]([C@H](O[C@@H]1O[C@@H]2[C@H]([C@@H](O[C@@H]([C@@H]2O)CO)O[C@H]3[C@H]([C@H](O[C@@H]([C@@H]3O)O)CO)O)NC(=O)C)CO)O)O"
"G17480GI","53239704","C[C@H]1[C@H]([C@H]([C@@H]([C@@H](O1)O[C@@H]2[C@H]([C@H]([C@H](O[C@H]2O[C@@H]3[C@H]([C@@H](O[C@@H]([C@@H]3O)CO)O)NC(=O)C)CO)O)O[C@@H]4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)O)NC(=O)C)O)O)O"
"G02710ET","53239705","C[C@H]1[C@H]([C@H]([C@@H]([C@@H](O1)O[C@@H]2[C@H]([C@H]([C@H](O[C@H]2O[C@H]3[C@H]([C@H](O[C@H]([C@@H]3O)O)CO)O)CO)O)O[C@@H]4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)O)NC(=O)C)O)O)O"
"G80141XN","53239706","C[C@H]1[C@H]([C@H]([C@@H]([C@@H](O1)O[C@@H]2[C@H]([C@H]([C@H](O[C@H]2O[C@@H]3[C@H](O[C@H]([C@@H]([C@H]3O)NC(=O)C)O)COS(=O)(=O)O)CO)O)O)O)O)O"
"G83638RK","53239707","C[C@H]1[C@H]([C@H]([C@@H]([C@@H](O1)O[C@@H]2[C@H]([C@H]([C@H](O[C@H]2O[C@H]3[C@H](O[C@H]([C@@H]([C@H]3O)O)O)CO)CO)O)O[C@@H]4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)O)NC(=O)C)O)O)O"
"G33018IJ","53239708","C[C@H]1[C@H]([C@H]([C@@H]([C@@H](O1)O[C@@H]2[C@H]([C@H]([C@H](O[C@H]2O[C@@H]3[C@H](O[C@H]([C@@H]([C@H]3O)NC(=O)C)OC[C@@H]4[C@@H]([C@@H]([C@H](C(O4)O)NC(=O)C)O[C@H]5[C@@H]([C@H]([C@H]([C@H](O5)CO)O)O)O)O)COS(=O)(=O)O)CO)O)O)O)O)O"
"G21727XX","53239713","CC(=O)N[C@@H]1[C@H]([C@H]([C@H](O[C@@H]1O[C@@H]2[C@H]([C@H]([C@H](O[C@H]2O)CO)O)O)CO)O)O"
"G16353SN","53239714","CC(=O)N[C@@H]1[C@H]([C@H]([C@H](O[C@@H]1O[C@H]2[C@H](O[C@H]([C@@H]([C@H]2O)O)O)CO)CO)O)O"
"G82455MC","53239716","CC(=O)N[C@@H]1[C@H]([C@H]([C@H](O[C@H]1O[C@@H]2[C@H]([C@H]([C@H](O[C@H]2O)CO)O)O)CO)O)O"
"G50348ER","53239717","C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O)O"
"G34068XZ","53239718","C([C@H]([C@H]1[C@@H]([C@H]([C@@H](O1)OC[C@H]([C@H]2[C@@H]([C@H](C(O2)O)O)O)O)O)O)O)O"
"G11971MR","53239730","C[C@H]1[C@H]([C@H]([C@@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H](O[C@@H]([C@H]2O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)NC(=O)C)CO)O)NC(=O)C)O)O)O"
"G80587NA","53239753","C[C@H]1[C@H]([C@H]([C@@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H](O[C@@H]([C@H]2O)CO)O)NC(=O)C)O)O)O"
"G58507AZ","53239769","C[C@H]1[C@H]([C@H]([C@@H]([C@@H](O1)O[C@@H]2[C@H]([C@H]([C@H](O[C@H]2O[C@H]3[C@@H]([C@H](OC([C@@H]3NC(=O)C)O)CO)O)CO)O)O[C@@H]4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)O)NC(=O)C)O)O)O"
"G17108EX","53239770","C[C@H]1[C@H]([C@H]([C@@H]([C@@H](O1)O[C@@H]2[C@H]([C@H]([C@H](O[C@H]2O[C@@H]3[C@H](OC([C@@H]([C@H]3O)NC(=O)C)O)CO)CO)O)O[C@@H]4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)O)NC(=O)C)O)O)O"
"G99315PE","53239771","C[C@H]1[C@H]([C@H]([C@@H]([C@@H](O1)O[C@@H]2[C@H]([C@H]([C@H](O[C@H]2O[C@@H]3[C@H]([C@H](O[C@@H]([C@@H]3O)CO)O)NC(=O)C)CO)O)O[C@@H]4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)O)NC(=O)C)O)O)O"
"G53190JD","53239789","C[C@H]1[C@H]([C@H]([C@@H]([C@@H](O1)O[C@H]2[C@@H]([C@H](OC([C@@H]2NC(=O)C)O)CO)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O[C@H]4[C@H]([C@H]([C@@H]([C@H](O4)CO[C@@H]5[C@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)NC(=O)C)O)O[C@@H]7[C@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO)O)O)NC(=O)C)O)O)NC(=O)C)O)O)O"
"G88393MK","53239796","C[C@H]1[C@H]([C@H]([C@@H]([C@@H](O1)O[C@@H]2[C@H]([C@H]([C@H](O[C@H]2O[C@H]3[C@@H]([C@H](OC([C@@H]3NC(=O)C)O)CO)O)CO)O)O)O)O)O"
"G39064VB","53239800","C[C@H]1[C@H]([C@H]([C@@H]([C@@H](O1)O[C@@H]2[C@H]([C@H]([C@H](O[C@H]2O[C@@H]3[C@H](OC([C@@H]([C@H]3O)NC(=O)C)O)CO)CO)O)O)O)O)O"
"G65832SQ","53244998","CC(=O)N[C@@H]1[C@H]([C@H]([C@H](O[C@@H]1O)CO[C@@]2(C[C@@H]([C@H]([C@@H](O2)[C@@H]([C@@H](CO)O)O)NC(=O)CO)O)C(=O)O)O)O"
"G58399HX","53262298","C[C@H]1[C@H]([C@H]([C@@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H](O[C@@H]([C@H]2O[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)O)O)CO)OC[C@@H]4[C@@H]([C@@H]([C@H]([C@@H](O4)O[C@@H]5[C@H](OC([C@@H]([C@H]5O)O)O)CO)O)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O[C@H]7[C@@H]([C@H]([C@H]([C@H](O7)CO)O)O)O)NC(=O)C)O)NC(=O)C)O)O)O"
"G70115XG","53262301","C[C@H]1[C@H]([C@H]([C@@H]([C@@H](O1)O[C@@H]2[C@H](O[C@H]([C@@H]([C@H]2O[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)O)O)NC(=O)C)O[C@H]4[C@H]([C@H](O[C@H]([C@@H]4O)O[C@@H]5[C@H](OC([C@@H]([C@H]5O[C@H]6[C@H]([C@@H]([C@@H]([C@@H](O6)C)O)O)O)O)O)CO)CO)O)CO)O)O)O"
"G55601IV","53262308","C[C@H]1[C@H]([C@H]([C@@H]([C@@H](O1)O[C@@H]2[C@H](O[C@H]([C@@H]([C@H]2O[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)O)O)NC(=O)C)O[C@H]4[C@H]([C@H](O[C@H]([C@@H]4O)O[C@H]([C@@H](CO)O)[C@@H]([C@H](CO)O)O[C@H]5[C@H]([C@@H]([C@@H]([C@@H](O5)C)O)O)O)CO)O)CO)O)O)O"
"G43081BK","53262323","CC(=O)N[C@@H]1[C@H](C[C@@](O[C@H]1[C@@H]([C@@H](CO)O)O)(C(=O)O)O[C@H]2[C@H]([C@H](O[C@H]([C@@H]2O)O[C@@H]3[C@H](O[C@H]([C@@H]([C@H]3O)NC(=O)C)O[C@H]4[C@H]([C@H](O[C@H]([C@@H]4O)O[C@@H]5[C@H](OC([C@@H]([C@H]5O)NC(=O)C)O)CO)CO)O)CO)CO)O)O"
"G58202EC","53262326","C([C@@H]1[C@H]([C@@H]([C@@H]([C@H](O1)OC[C@@H]2[C@H]([C@@H]([C@@H]([C@H](O2)OC[C@@H]3[C@H]([C@@H]([C@@H]([C@H](O3)OC[C@@H]4[C@H]([C@@H]([C@@H](C(O4)O)O)O)O)O)O)O)O)O)O)O)O)O)O"
"G53410DD","53262329","CC(=O)N[C@@H]1[C@H]([C@H]([C@H](O[C@@H]1O[C@H]2[C@H]([C@H](O[C@H]([C@@H]2O)O[C@@H]3[C@H](OC([C@@H]([C@H]3O)NC(=O)C)O)CO)CO)O)CO)O)O"
"G44345UH","53262334","CC(=O)N[C@@H]1[C@H](C[C@@](O[C@H]1[C@@H]([C@@H](CO)O)O)(C(=O)O)OC[C@@H]2[C@@H]([C@@H]([C@H](C(O2)O)O)O)O)O"
"G94097TZ","53262341","C[C@H]1[C@H]([C@H]([C@@H]([C@@H](O1)O[C@@H]2[C@H]([C@H]([C@H](O[C@H]2O[C@@H]3[C@H](O[C@H]([C@@H]([C@H]3O)NC(=O)C)O[C@H]4[C@H]([C@H](O[C@H]([C@@H]4O)O[C@@H]5[C@H](O[C@H]([C@@H]([C@H]5O)NC(=O)C)O[C@H]6[C@H]([C@H](O[C@H]([C@@H]6O)O[C@@H]7[C@H](OC([C@@H]([C@H]7O)O)O)CO)CO)O)CO)CO)O)CO)CO)O)O)O)O)O"
"G42553JB","53262355","C[C@H]1[C@H]([C@H]([C@@H]([C@@H](O1)O[C@@H]2[C@H]([C@H]([C@H](O[C@H]2O[C@@H]3[C@H](O[C@H]([C@@H]([C@H]3O)NC(=O)C)O[C@H]4[C@H]([C@H](O[C@H]([C@@H]4O)O[C@@H]5[C@H](OC([C@@H]([C@H]5O)O)O)CO)CO)O)CO)CO)O)O)O)O)O"
