"glytoucan_ac","sequence_glycam_iupac"
"G76429IR","DGalpa1-3DGalpb1-4[LFucpa1-3]DGlcpNAcb1-3DGalpb1-4DGlcpb1-"
"G76434UJ","DGalpb1-4[DGlcpNAcb1-6]DGlcpb1-"
"G76439VL","DGalpb1-4[LFucpa1-3]DGlcpNAcb1-3DGalpb1-4DGlcpNAcb1-3DGalpb1-4DGlcpb1-"
"G76456II","DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-6[DGalpb1-4DGlcpNAcb1-2]DManpb1-"
"G76478FT","DGalpb1-4[LFucpa1-3]DGlcpNAcb1-2DManpa1-6[DGalpb1-4DGlcpNAcb1-2DManpa1-3]DManpb1-4DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-"
"G76485JE","LFucpa1-2DGalpb1-4DGlcpNAcb1-2DManpb1-3[LFucpa1-2DGalpb1-4DGlcpNAcb1-2DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G76496FO","DGlcpNAcb1-2DManpa1-6[DXylfb1-2][DManpa1-3]DManpb1-4DGlcpNAcb1-4[LFucpa1-3]DGlcpNAcb1-"
"G76528ZS","DGalpb1-4[LFucpa1-3]DGlcpNAcb1-2DManpa1-3[DGalpb1-4DGlcpNAcb1-2DManpa1-6][DGlcpNAcb1-4]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G76529SO","DManpa1-2DManpa1-3[DManpa1-6]DManpa1-6[DManpa1-2DManpa1-2DManpa1-3]DManpa1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G76548SO","DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-3DGalpb1-4DGlcpNAcb1-3DGalpb1-4[LFucpa1-3]DGlcpNAcb1-3DGalpb1-4DGlcpb1-"
"G76554SR","DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-2[DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-6]DManpa1-3[DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-2DManpa1-6]DManpb1-4DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-"
"G76571JT","DNeup5Acb1-"
"G76572KX","DGalpNAc[6S]b1-4DGlcpNAcb1-"
"G76584SS","DManpa1-2DManpa1-2DManpa1-3[DManpa1-6]DManpb1-4DGlcpNAcb1-"
"G76599PL","DNeup5Aca2-8DNeup5Aca2-8DNeup5Aca2-3/6DGalpb1-4DGlcpNAcb1-2DManpa1-3[DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-2DManpa1-6]DManpb1-4DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-"
"G76603UJ","DGalpb1-4DGlcpNAcb1-2DManpa1-3[DGalpNAcb1-4DGlcpNAcb1-2DManpa1-6]DManpb1-4DGlcpNAcb1-4[DFucpa1-6]DGlcpNAcb1-"
"G76607YV","DGlcpNAcb1-2DGalpb1-3DGalpNAca1-"
"G76610HM","DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-2DManpa1-3[DGalpb1-4DGlcpNAcb1-2DManpa1-6]DManpb1-4DGlcpNAcb1-"
"G76622SI","LGalpb1-"
"G76657BK","DGalpa1-3[LFucpa1-2]DGalpb1-3DGalpNAcb1-3DGalpa1-3DGalpb1-4DGlcpb1-"
"G76684IW","DGalpNAcb1-3DGalpa1-3[LFucpa1-2]DGalpb1-3DGalpNAcb1-4DGalpb1-4DGlcpb1-"
"G76692UO","DNeup5Aca2-3[DGalpNAcb1-4]DGalpb1-3DGlcpNAcb1-3DGalpa1-4DGlcpb1-"
"G76703CC","DGlcpNAcb1-3DGalpb1-3[DGlcpNAcb1-6]DGalpNAcb1-"
"G76706XA","DGlcpa1-3DGlcpNAcb1-"
"G76723JB","DGalpb1-4DGlcpNAcb1-2DManpa1-3[DManpa1-6]DManpb1-4DGlcpNAcb1-"
"G76763LN","LFucpa1-2DGalpb1-4DGlcpNAcb1-3DGalpNAca1-"
"G76765QB","DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-2[DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-6]DGalpb1-"
"G76802ZU","DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-2DManpa1-3[DGlcpNAcb1-2DManpa1-6][DGlcpNAcb1-4]DManpb1-4DGlcpNAcb1-4[DFucpa1-6]DGlcpNAcb1-"
"G76807JB","DGlcpNAcb1-2[DGlcpNAcb1-4]DManpa1-3[DManpa1-3DManpa1-6][DGlcpNAcb1-4]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G76812VG","DNeup5Aca2-3/6DGalpb1-4DGlcpNAcb1-2[DNeup5Aca2-3/6DGalpb1-4DGlcpNAcb1-4/6]DManpa1-3/6[DNeup5Aca2-3/6DGalpb1-4DGlcpNAcb1-2DManpa1-3/6]DManpb1-4DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-"
"G76826RP","DGalfb1-5DGalfb1-3DGalfb1-"
"G76834NA","DNeup5Aca2-3DGalpb1-4DGlcpNAca1-3[LFucpa1-2DGalpb1-4DGlcpNAcb1-6]DGalpb1-4DGlcpNAcb1-3DGalpb1-4DGlcpb1-"
"G76837VW","DGlcpNAcb1-3[DGlcpNAcb1-6]DGalpb1-"
"G76849VA","DArapb1-"
"G76873LU","DGalpb1-4DGlcpNAcb1-2[DGlcpNAcb1-4]DManpa1-3[DGalpb1-4[LFucpa1-3]DGlcpNAcb1-2DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G76882CO","DManpa1-6DManpa1-3[DManpa1-6DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G76907BP","DManpa1-2DManpa1-2DManpa1-2[DManpa1-3]DManpa1-3[DManpa1-3DManpa1-6[DManpa1-3]DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G76920VG","DGalpa1-3DGalpb1-2LFucpa1-"
"G76952DB","DGalpb1-3[DNeup5Acb2-6]DGlcpNAca1-"
"G76983CM","DGalpa1-4DGlcpNAcb1-2DManpa1-3[DGalpa1-4DGlcpNAcb1-2DManpa1-6]DManpb1-4DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-"
"G77026KL","LFucpa1-2DGalpb1-4DGalpNAcb1-3DGalpb1-4DGlcpb1-"
"G77034SK","DXylpb1-2[DManpa1-6][LFucpa1-3]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G77058YR","DGalpb1-4DGlcpNAcb1-3[DGalpb1-4DGlcpNAcb1-4]DManpa1-3[DGalpb1-4DGlcpNAcb1-2[DGalpb1-4DGlcpNAcb1-6]DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G77176DW","DGalpb1-3[LFucpa1-4]DGlcpNAcb1-2DManpb1-"
"G77199IL","DGlcpA[3S]b1-3DGalpb1-3DGalpb1-4DXylpa1-"
"G77235BQ","DGlcpNAcb1-6DGalpb1-4DGlcpNAcb1-3DGalpb1-4DGlcpb1-"
"G77252PU","DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-2DManpa1-3[DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-2DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G77271OU","DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-2[DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-4]DManpa1-4[DNeup5Aca2-3/6DGalpb1-4DGlcpNAcb1-2DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G77285LE","DGalpb1-4DGlcpNAcb1-3DGalpb1-4DGlcpNAcb1-3DGalpb1-4DGlcpNAcb1-3DGalpb1-4DGlcpb1-"
"G77339RV","DNeup5Aca2-8DNeup5Aca2-3DGalpb1-3[DNeup5Aca2-8DNeup5Aca2-6]DGlcpNAcb1-3DGalpb1-4DGlcpb1-"
"G77350QW","DGlcpb1-4DXylpb1-"
"G77351CO","DGlcpa1-2DGlcpa1-2DGlcpa1-"
"G77379VC","DGalpb1-4DGlcpNAcb1-4[DNeup5Aca2-3]DGalpb1-4DGlcpb1-"
"G77384FE","DGalpa1-3DGalpb1-4DGlcpNAcb1-2DManpa1-3[DGalpNAcb1-4DGlcpNAcb1-2DManpa1-6]DManpb1-4DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-"
"G77384RA","DManpa1-6DManpa1-"
"G77426UJ","DNeup5Aca2-3DGalpb1-3DGalpNAca1-3[LFucpa1-2]DGalpb1-4DGlcpNAcb1-3DGalpb1-4DGlcpb1-"
"G77466MH","DGalpa1-4DGalpb1-4DGlcpNAcb1-2DManpa1-6[DGlcpNAcb1-2DManpa1-3]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G77475MM","DGalpa1-3DGalpb1-4DGlcpNAcb1-3DGalpb1-4DGlcpNAcb1-2DManpa1-6[DGalpa1-3DGalpb1-4DGlcpNAcb1-2DManpa1-3]DManpb1-4DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-"
"G77477NL","DGalpb1-4DGlcpNAcb1-3DGalpb1-3DGalpNAca1-"
"G77485UZ","DGalpb1-3DGalpb1-4DGlcpNAcb1-2[DGalpb1-3DGalpb1-4DGlcpNAcb1-6]DManpa1-6[DGalpb1-3DGalpb1-4DGlcpNAcb1-2DManpa1-3]DManpb1-4DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-"
"G77509VJ","DNeup5Aca2-3DGlcpb1-3DGalpNAcb1-"
"G77521TX","LFucpa1-2DGalpb1-4DGlcpNAcb1-4[DGlcpNAcb1-2]DManpa1-3[DGalpb1-4DGlcpNAcb1-2DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G77537OB","DGalpa1-3DGalpb1-4DGlcpNAcb1-2DManpa1-6[DGlcpNAcb1-2[DGlcpNAcb1-4]DManpa1-3]DManpb1-4DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-"
"G77550KK","LFucpa1-2DGalpb1-3[LFucpa1-4]DGlcpNAcb1-3[DGalpb1-4[LFucpa1-3]DGlcpNAcb1-6]DGalpb1-4DGlcpNAcb1-6[DNeup5Aca2-3DGalpb1-3]DGalpNAca1-"
"G77553BJ","DNeup5Aca2-3DGalpb1-3DGalpNAca1-3[DFucpa1-2]DGalpb1-3DGalpNAcb1-3DGalpb1-4DGlcpb1-"
"G77562VR","DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-2DManpa1-3[DManpa1-3DManpa1-6][DGlcpNAcb1-4]DManpb1-4DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-"
"G77577HJ","DManpb1-4DGlcpNAcb1-4[LFucpb1-3]DGlcpNAcb1-"
"G77593JU","DGalpa1-3[LFucpa1-2]DGalpb1-4DGlcpNAcb1-3DGalpb1-4DGlcpb1-"
"G77632HJ","DGalpb1-3[LFucpa1-4]DGlcpNAcb1-3DGalpb1-4DGlcpNAcb1-3DGalpb1-4DGlcpb1-"
"G77639OD","DGalpNAcb1-4DGlcpNAcb1-2[DGlcpNAcb1-4]DManpa1-3[DGlcpNAcb1-2[DGlcpNAcb1-6]DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G77653XA","DGalpb1-4DGlcpNAcb1-2DManpa1-6DManpb1-4DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-"
"G77740PR","LFucpa1-2DGalpb1-4DGlcpNAcb1-6[DNeup5Aca2-3DGalpb1-3]DGalpNAca1-"
"G77755RE","DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-2[DGalpa1-4DGalpb1-4DGlcpNAcb1-4]DManpa1-3[DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G77767GG","DGalpa1-6DGlcpNAca1-3DGalpNAcb1-"
"G77812KJ","DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-2[DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-4]DManpa1-3[DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-2[DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-6]DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G77845QS","DManpa1-3[DManpa1-6]DManpa1-6[DGlcpNAcb1-3DManpa1-3][DGlcpNAcb1-4]DManpb1-4DGlcpNAcb1-"
"G77865AH","DManpa1-2DManpa1-2DManpa1-2DManpa1-"
"G77901GR","DGlcpa1-4DGlcpa1-1DGlcpa1-"
"G77922WZ","DGlcpNAcb1-2DManpa1-3[DManpa1-6]DManpa1-6[DManpa1-3][DGlcpNAcb1-4]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G77937PE","DGalpNAca1-3[LFucpa1-2]DGalpb1-4DGlcpNAcb1-6[DGalpNAca1-3[LFucpa1-2]DGalpb1-3]DGalpNAca1-"
"G77964WB","DManpa1-3/6DManpa1-3/6[DManpa1-3/6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G77969SU","DNeup5Aca2-3DGalpb1-6[DGalfb1-4]DGlcpNAca1-"
"G77974XY","DGlcpNAcb1-2[DGlcpNAcb1-4][DGlcpNAcb1-6]DManpa1-6[DGlcpNAcb1-2[DGlcpNAcb1-4]DManpa1-3]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G78011JO","DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-2[DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-6]DManpa1-3[DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-2[DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-4]DManpa1-6]DManpb1-4DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-"
"G78030KJ","DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-2[DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-4]DManpa1-3[DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-2DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G78032JZ","DGlcpNAcb1-3DGalpb1-3DGlcpNAcb1-3DGalpb1-"
"G78059CC","DGalpb1-4DGlcpNAcb1-2DManpa1-3[DGalpb1-4DGlcpNAcb1-2DManpa1-6]DManpb1-4DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-"
"G78061XV","DGlcpNAcb1-4DGlcpAb1-3DGlcpNAcb1-4DGlcpAb1-3DGlcpNAcb1-4DGlcpAb1-3DGlcpNAcb1-4DGlcpAb1-"
"G78074HX","DGalpa1-3DGalpb1-4DGlcpb1-"
"G78082BD","DGalpa1-4DGalpa1-3DGalfb1-"
"G78097CL","DGalpNAcb1-4DGlcpNAcb1-2[DGalpb1-4DGlcpNAcb1-4]DManpa1-3[DGalpa1-3DGalpb1-4DGlcpNAcb1-2DManpa1-6]DManpb1-4DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-"
"G78098IA","DGalpb1-4DXylpb1-"
"G78106KK","DGalpb1-3DGlcpNAcb1-3[DGalpb1-4DGlcpNAcb1-6]DGalpNAca1-"
"G78106RQ","DGalpb1-4DGlcpNAcb1-2DManpa1-6[DGlcpNAcb1-4]DManpb1-4DGlcpNAca1-"
"G78116WJ","DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-2DManpb1-3[DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-2DManpb1-6]DManpa1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G78121IJ","DManpa1-3DManpb1-4DGlcpNAca1-"
"G78155FK","DGalpb1-4DGlcpNAcb1-4[DGlcpNAcb1-2]DManpa1-3[DGalpb1-4DGlcpNAcb1-2DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G78173WX","DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-2DManpa1-3[LFucpa1-3DGlcpNAcb1-2DManpa1-6]DManpb1-4DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-"
"G78205VT","LFucpa1-2DGalpb1-4DGlcpNAcb1-2[LFucpa1-2DGalpb1-4DGlcpNAcb1-6]DManpa1-6[LFucpa1-2DGalpb1-4DGlcpNAcb1-2[DGalpb1-4DGlcpNAcb1-4]DManpa1-3]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G78249ZM","LFucpa1-2DGalpb1-3DGalpNAcb1-3DGalpa1-4DGalpb1-4DGlcpa1-"
"G78255UI","DXylpb1-2[DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G78255XL","DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-2DManpa1-6[DGlcpNAcb1-2DManpa1-3][DGlcpNAcb1-4]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G78263DG","DGalpb1-3DGlcpNAcb1-3DGalpb1-4[LFucpa1-3]DGlcpNAcb1-6[DNeup5Aca2-3DGalpb1-3[LFucpa1-4]DGlcpNAcb1-3]DGalpb1-4DGlcpb1-"
"G78272DJ","DManpa1-3DManpa1-6DManpb1-4DGlcpNAcb1-4[LFucpa1-3]DGlcpNAcb1-"
"G78276SQ","DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-2DManpa1-3[DGalpb1-3DGalpb1-4DGlcpNAcb1-2DManpa1-6]DManpb1-4DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-"
"G78306GH","DNeup5Aca2-6DGalpa1-3DGalpNAca1-"
"G78315BS","DNeup5Aca2-3DGalpb1-4[LFucpa1-3]DGlcpNAcb1-3[DNeup5Aca2-6]DGalpNAca1-"
"G78317QO","DManpb1-4DManpb1-"
"G78325SJ","DGalpb1-4DGlcpNAcb1-2DManpa1-6[DManpb1-2DManpa1-3]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G78333MH","DGlcpNAcb1-3[DNeup5Aca2-6]DGalpb1-4DGlcpNAcb1-3[DNeup5Aca2-6]DGalpb1-4DGlcpNAcb1-3[DNeup5Aca2-6]DGalpb1-4DGlcpNAcb1-3[DNeup5Aca2-6]DGalpNAca1-"
"G78341OF","DNeup5Aca2-3DGalpb1-4[DFucpa1-3]DGlcpNAcb1-6[DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-2]DManpa1-6[DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-2[DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-4]DManpa1-3]DManpb1-4DGlcpNAcb1-4[DFucpa1-6]DGlcpNAca1-"
"G78383AV","DGalpb1-4DGlcpNAcb1-2DManpa1-3[DGalpb1-4DGlcpNAcb1-2DManpa1-6]DManpb1-4DGlcpNAca1-"
"G78503JC","DGalpb1-4DGlcpNAcb1-2[DGalpb1-4DGlcpNAcb1-4]DManpa1-3[DGalpb1-4DGlcpNAcb1-6[DGlcpNAcb1-2]DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G78513VM","DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-2DManpa1-6[DManpa1-3]DManpb1-4DGlcpNAcb1-4[DFucpa1-6]DGlcpNAcb1-"
"G78519JI","LFucpa1-2DGalpb1-3DGlcpNAcb1-3[LFucpa1-2DGalpb1-4DGlcpNAcb1-6]DGalpb1-4DGlcpNAcb1-3[DNeup5Aca2-6]DGalpb1-3[LFucpa1-2DGalpb1-4DGlcpNAcb1-6]DGalpNAca1-"
"G78531OX","DXylpa1-2DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G78535NS","DManpa1-4[DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G78555BT","DGlcpNAcb1-4DGlcpNAcb1-2DManpa1-3[DGlcpNAcb1-4DGlcpNAcb1-2DManpa1-6]DManpb1-4DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-"
"G78583GC","DGlcpa1-2[DGlcpb1-3]DGalpb1-"
"G78627AJ","DNeup5Aca2-3/6DGalpNAcb1-4DGlcpNAcb1-2DManpa1-3[DNeup5Aca2-3/6DGalpNAcb1-4DGlcpNAcb1-2DManpa1-6]DManpb1-4DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-"
"G78641QJ","DNeup5Aca2-3DGalpb1-3DGalpNAcb1-4[DNeup5Aca2-3]DGalpb1-"
"G78648QN","DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-2[DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-6]DManpa1-3[DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-2[DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-4]DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G78661LW","DGalpb1-4DGlcpNAcb1-4[DGlcpNAcb1-2]DManpa1-3[DGalpb1-4DGlcpNAcb1-2[DGlcpNAcb1-6]DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G78678ZK","LLyxfb1-"
"G78693BX","LFucpa1-2DGalpb1-4DGalpNAcb1-3DGalpb1-"
"G78706CK","DGalp[3S]b1-3[LFucpa1-4]DGlcpNAcb1-"
"G78727VW","DManpb1-2DManpa1-3[DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G78750JU","DManpa1-3DManpa1-3DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G78768GH","DManpa1-2DManpa1-3[DManpa1-2DManpa1-6]DManpa1-6[DGlcpa1-3DManpa1-2DManpa1-2DManpa1-3]DManpb1-4DGlcpNAca1-4DGlcpNAca1-"
"G78803YD","DGalpb1-4DGlcpNAcb1-2[DGlcpNAcb1-6]DManpa1-6[DGalpb1-4DGlcpNAcb1-2DManpa1-3]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G78818SP","DNeup5Aca2-8DNeup5Aca2-8DNeup5Aca2-3[DGalpb1-3DGalpNAcb1-4]DGalpb1-4DGlcpb1-"
"G78841KJ","DGlcpNAcb1-4DGlcpNAcb1-2DManpa1-6[DGlcpNAcb1-2DManpa1-3]DManpb1-4DGlcpNAcb1-4[DFucpa1-6]DGlcpNAcb1-"
"G78885XB","DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-2[DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-4]DManpa1-3[DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-6DManpa1-6]DManpb1-4DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-"
"G78890OB","DGalpNAc[4S]b1-4DGlcpNAcb1-2DManpa1-3[DGalpb1-4DGlcpNAcb1-2DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G78902VT","DGlcpa1-4DGlcpa1-6DGlcpb1-"
"G78926JO","DManpb1-4DManpa1-"
"G78928PU","DGalpb1-4[LFucpa1-3]DGlcpNAcb1-3DGalpb1-4[LFucpa1-3]DGlcpNAcb1-3DGalpb1-3DGalpNAca1-"
"G78941GA","DGalpb1-3DGlcpNAcb1-3DGalpb1-4[LFucpa1-3]DGlcpb1-"
"G78945TI","DManpa1-4DManpb1-"
"G78956IC","DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-2[DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-4]DManpa1-3[DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-2DManpa1-6][DGlcpNAcb1-4]DManpb1-4DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-"
"G78959US","DNeup5Aca2-3DGalpb1-3DGlcpNAcb1-3DGalpb1-4DGlcpNAcb1-"
"G78980OK","DGalpb1-4DGlcpNAcb1-2DManpa1-3[DManpa1-2DManpa1-3DManpa1-6]DManpb1-4DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-"
"G79010UT","DGalpNAca1-3[DFucpa1-2]DGalpb1-4DGlcpNAcb1-2DManpa1-3[DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-2DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G79028VB","DGalpb1-3DGalpb1-3DGalpb1-3DGalpb1-3DGalpb1-4DGlcpb1-"
"G79033HI","DGlcpa1-2DManpa1-2DManpa1-6DManpa1-4DGlcpNAca1-"
"G79088GV","DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-2[DGalpb1-4DGlcpNAcb1-4]DManpa1-3[DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-2DManpa1-6]DManpb1-4DGlcpNAcb1-4[DFucpa1-6]DGlcpNAcb1-"
"G79089IH","DGalpb1-3DGlcpNAcb1-2DManpa1-3[DGalpb1-3DGlcpNAcb1-2DManpa1-6][DGlcpNAcb1-4]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G79094AA","DGalpa1-4DGalpb1-4DGlcpa1-"
"G79099UV","DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-2[DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-6]DManpa1-3[DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-2[DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-4]DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G79127VA","DManpa1-2[DManpa1-6]DManpa1-6[DManpa1-2DManpa1-3]DManpa1-"
"G79168XT","DGlcpb1-6DGlcpb1-4DGlcpa1-1DGlcpa1-"
"G79177NG","DManpa1-2DManpa1-2[DManpa1-6]DManpa1-3[DManpa1-2DManpa1-6[DManpa1-3]DManpa1-6]DManpa1-4DGlcpNAcb1-"
"G79183WP","LFucpa1-2DGalpb1-4DGlcpNAcb1-6[DGalpb1-4DGlcpNAcb1-2]DManpa1-6[DGalpb1-4DGlcpNAcb1-4[DGlcpNAcb1-2]DManpa1-3]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G79198BK","DGlcpNAcb1-2[DGlcpNAcb1-6]DManpa1-6[DGlcpNAcb1-2DManpa1-3][DGlcpNAcb1-4]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G79211JZ","DGlcpNAca1-4DGlcpNAcb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G79214AG","DGalpa1-3[DGalpa1-6]DGlcpa1-"
"G79253ZP","DGlcpNAca1-4DGlcpNAcb1-4DGlcpNAcb1-4DGlcpNAca1-"
"G79254LX","DGalpNAca1-3[LFucpa1-2]DGalpb1-3DGlcpNAcb1-3DGalpNAcb1-"
"G79266IN","DGalpb1-3[LFucpa1-2]DGalpb1-4[LFucpa1-3]DGlcpNAcb1-"
"G79302PB","DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-3DGalpb1-4DGlcpNAcb1-3DGalpb1-4DGlcpNAcb1-6[DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-2]DManpa1-6[DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-2[DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-4]DManpa1-3]DManpb1-4DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-"
"G79333MY","DGalpb1-4DGlcpNAca1-"
"G79344MI","DGalpNAcb1-4DGlcpNAcb1-2[DGlcpNAcb1-4]DManpa1-3[DGalpNAcb1-4DGlcpNAcb1-2[DGlcpNAcb1-6]DManpa1-6]DManpb1-4DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-"
"G79348ZY","DGalpb1-3DGlcpNAcb1-2DManpa1-3[DGlcpNAcb1-2DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G79349EV","DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-2[DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-4]DManpa1-3[DGalpb1-4DGlcpNAcb1-2DManpa1-6][DGlcpNAcb1-4]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
